Other Loc Name,Other Loc Address
DISTRICT DOGS INC,"1221 VAN ST SE , WASHINGTON DC 20003"
ALIGN FITNESS LLC.,"2023 VERMONT AVE NW , WASHINGTON DC 20001"
PENNHURST GROUP LLC,"400 INTERSTATE NORTH PKWY SE , ATLANTA GA 30339"
"HEALTHBEST SERVICES, INC","1629 K ST NW , WASHINGTON DC 20006"
"VIKING CLIENT SERVICES, LLC","10050 CROSSTOWN CIR - , EDEN PRAIRIE MN 55344"
ONTEL LLC,"300 NEW JERSEY AVE NW , WASHINGTON DC 20001"
LANTE SOLUTIONS LLC,"1426 22ND ST SE , WASHINGTON DC 20020"
"MCMOBILE'S CAR WASH, LLC.","4306 HALLEY TER SE , WASHINGTON DC 20032"
EYEMAGINATION ENTERPRISES LLC,"4012 21ST ST NE , WASHINGTON DC 20018"
ZAWADI ENTERPRISES LLC.,"538 HOBART PL NW , WASHINGTON DC 20001"
"PROP PREP PROPERTIES, LLC.","401 MASSACHUSETTS AVE NW , WASHINGTON DC 20001"
"CITYCARE HEALTH SERVICES, INC.","3109 MARTIN LUTHER KING J AVE SE , WASHINGTON DC 20032"
"LIGHT WEIGHT TECHNOLOGIES, LWT LLC","4708 8TH ST NE , WASHINGTON DC 20017"
COMMUNITY BRIDGE FOUNDATION,"400 MASSACHUSETTS AVE NW , WASHINGTON DC 20001"
"STRATESIGN CONSULTING, LLC","1231 GOOD HOPE RD SE , WASHINGTON DC 20020"
"LIFETOUCH CLINICAL CONSULTANTS, LLC.","1629 K ST NW , WASHINGTON DC 20006"
SANDLOT (THE) LLC,"1800 1802 HALF ST SW , WASHINGTON DC 20024"
"YOUTHJUSTICE, INC.","15308 LITTLETON PL - , UPPER MARLBORO MD 20774"
DC SAMURAI TRAINING LLC,"613 PENNSYLVANIA AVE SE , WASHINGTON DC 20003"
1ST ALLLIANCE RESOURCES LLC,"1432 K ST NW , WASHINGTON DC 20005"
BARA EDUCATIONAL TRAINING L.L.C.,"2029 1ST ST NW , WASHINGTON DC 20001"
SPRING2SPRING LLC,"1245 13TH ST NW , WASHINGTON DC 20005"
"PRINTERLOGIC, INC","912 W 1600S - , ST. GEORGE UT 84770"
"Milhouse DC, P.C.","100 M ST SE , Washington DC 20003"
AUDREY JOY CONTRACTING AND CONSULTING LLC.,"1317 RHODE ISLAND AVE NW , WASHINGTON DC 20005"
test,"1100 4TH ST SW , Washington DC 20024"
"L'ENFANT CLEANING SERVICES, LLC.","6224 9TH ST NW , WASHINGTON DC 20011"
Bay Area Wildlife,"4902 Preston RD SW , Federalsburg MD 21632"
Zengo Cycle,"1508 14TH ST NW , WASHINGTON DC 20005"
Wolf Wellness Physical Therapy,"1875 CONNECTICUT AVE NW , WASHINGTON DC 20009"
LVL2 Charging,"4700 14TH ST NW , WASHINGTON DC 20011-4315"
The Raffel Company,"2112 8TH ST NW , Washington DC 20001"
"MXNINVEST1, LLC","4221 MATHEWSON DR NW , Washington DC 20011"
"ETHIEKORP, LLC","1391 PENNSYLVANIA AVE SE , Washington DC 20003"
M&R Beauty,"1301 7TH ST NW , Washington DC 20001"
"Steddy Technologies, LLC","425 MASSACHUSETTS AVE NW , Washington DC 20001"
Holy Bones LLC,"1755 SEATON ST NW , Washington DC 20009"
Velcor Leasing Corporation,"2005 Beltline Hwy. , Madison WI 53713"
"Hersh + Hurd, LLC","3601 CONNECTICUT AVE NW , Washington DC 20008"
"GIFTED, LLC","2601 WOODLEY PL NW , Washington DC 20008"
Will Power Design Solutions,"6201 cachalot CT , Waldorf MD 20603"
Next Grid Capital II LLC,"95 3rd ST , San Francisco CA 94120"
Hemmit LLC,"3036 CAMBRIDGE PL NW , Washington DC 20007"
Exclusive Transformations By Malay LLC,"3619 COMMODORE JOSHUA BAR DR NE , Washington DC 20018"
Girl Next Door,"5549 BASS PL SE , Washington DC 20019"
"DocuSign, Inc","221 Main ST , San Francisco CA 94105"
TEGATON ENTERPRISES LLC,"1405 1ST ST NW , WASHINGTON DC 20001"
LOOK ENTERPRISES INC (THE),"5113 SHERIFF RD NE , WASHINGTON DC 20019"
ALL SEASONS WI,"1926 C ST NE , WASHINGTON DC 20002"
NATIONAL BUSINESS SERVICES ENTERPRISES INC,"1420 N ST NW , WASHINGTON DC 20005"
TD INTERNATIONAL LLC,"818 18TH ST NW , WASHINGTON DC 20006"
FLEETPRO INC,"1540 CANTON CENTER DR   , BALTIMORE  MD 21227"
STERLIN'S INCOME TAX SERVICE,"557 FOXHALL PL SE , WASHINGTON DC 20032"
LEE HARTMAN & SONS INC,"3236 COVE RD NW , RANANOKE VA 24017"
RAINBOW USA INC,"2853 ALABAMA AVE SE , WASHINGTON DC 20020"
"USCB America, Inc.","1450 Neotomas AVE , Santa Rosa CA 95405"
Thomas Pink Inc.,"1127 CONNECTICUT AVE NW , WASHINGTON DC 20036"
DNJGroup,"1806 Q ST SE , WASHINGTON DC 20020"
Jenkins Financial Group LLC.,"2604 SHERIDAN RD SE , Washington DC 20020"
Marlon Pets Care LLC,"1639 HOLBROOK ST NE , Washington DC 20002"
"Leopard Strategies, LLC","1328 FLORIDA AVE NW , WASHINGTON DC 20009"
Family Media Systems,"5409 McDuffie LN , Fairfax VA 22030"
Sullivan Strategies LLC,"80 M ST SE , WASHINGTON DC 20003"
Casey and Company,"3118 DUMBARTON ST NW , Washington DC 20007"
Ordway Advisors,"3506 36TH ST NW , Washington DC 20016"
"AJF Strategies, LLC","1140 3RD ST NE , WASHINGTON DC 20002"
Red Eagle Consulting,"5354 E ST SE , Washington DC 20019"
Colin Marshall,"311 4TH ST SE , Washington DC 20003"
Sip City LLC,"1369 NEW YORK AVE NE , WASHINGTON DC 20002"
American Fireproofing,"9900 Georgia ST , Crown Point IN 46307"
I'm Book'd Box LLC,"1646 40TH ST SE , Washington DC 20020"
Crossroads Strategies LLC,"800 NORTH CAPITOL ST NW , WASHINGTON DC 20002"
Bubble Technology Industries,"31278 17 SE , Chalk River, Ontario, Canada  K0J1J0"
GALLERY PLACE PARKING GARAGE LLC,"707 7TH ST NW , WASHINGTON DC 20001"
GORGET INC,"52 O ST NW , WASHINGTON DC 20002"
ELECTRIC EQUIPMENT CORPORATION OF VIRGINA,"945 V ST NE , WASHINGTON DC 20018"
GEORGETOWN FRAME SHOPPE INC,"2902 M ST NW , WASHINGTON DC 20007"
"HILLS & COMPANY, INTERNATIONAL CONSULTANTS","1850 M ST NW , WASHINGTON DC 20036"
ALTERNATIVE SOLUTIONS FOR YOUTH LLC,"1301 L'ENFANT SQ SE , WASHINGTON DC 20020"
2000 L STREET ASSOCIATES LP,"1725 DE SALES ST NW , WASHINGTON DC 20036"
ARCHITECTS AND ENGINEERS,"1600 MONROE ST NE , WASHINGTON DC 20018"
GENERAL ELECTRIC CREDIT CORPORATION OF TENNESSEE,"44 OLD RIDGEBURY RD - , DANBURY CT 06810"
FOSTER FUELS INC,"16720 BROOKNEAL AVE - , BROOKNEAL VA 24528"
ASSOC OF MEETING PROFESSIONALS,"200 LITTLE FALLS ST - , FALLS CHURCH VA 22046"
THE WINSTON GROUP LTD,"101 CONSTITUTION AVE NW , WASHINGTON DC 20001"
INSPECTIONS GROUP LLC.,"2801 KNOX ST SE , WASHINGTON DC 20020"
NATIONAL DEMOCRATIC INSTITUTE FOR INTERNATIONAL AF,"455 MASSACHUSETTS AVE NW , WASHINGTON DC 20001"
NAMSS,"2025 M ST NW , WASHINGTON DC 20036"
HORIZON 2012 LLC,"12046 MONTROSE VILLAGE TER - , ROCKVILLE MD 20852"
"THE TRAFFIC GROUP, PC","9900 FRANKLIN SQUARE DR - , BALTIMORE MD 21236"
DJ'S HOSPITALITY SERVICES,"3014 M ST SE , WASHINGTON DC 20019"
COMNET COMMUNICATIONS LLC,"9 PARK RIDGE RD - , BETHEL MD 06801"
LCB CONSULTING LLC,"15 GIRARD ST NE , WASHINGTON DC 20002"
CHEVY CHASE CIRCLE FLOWERS AND GIFT,"5614 CONNECTICUT AVE NW , WASHINGTON DC 20015"
REALOGY CORP,"40 APPLE RIDGE RD   , DANBURY CT 06810"
RYAN PUBLISHERS & PUBLICATIONS MANA,"3003 VAN NESS ST NW , WASHINGTON DC 20008"
LCI HOLDINGS INC,"3034 M ST NW , WASHINGTON DC 20007"
ADVANCED ELEVATOR CORPORATION,"5101 BRANCHVILLE RD - , COLLEGE PARK MD 20740"
"MED DEVELOPERS, LLC","1215 10TH ST NW , WASHINGTON DC 20001"
SENECA TELECOMMUNICATIONS LLC,"14200 PARK MEADOW DR - , CHANTILLY VA 20151"
PARTYHANDSLLC,"5600 39TH ST NW , WASHINGTON DC 20015"
CHICKASS INC.,"3533 14TH ST NW , WASHINGTON DC 20010"
AMERICAN HEALTH LAWYERS ASSOCIATION,"1620 I ST NW , WASHINGTON DC 20006"
EUROMARKET DESIGNS INC,"3307 M ST NW , WASHINGTON DC 20007"
1342 U STREET L.L.C.,"16801 OAKMONT AVE - , GAITHERSBURG MD 20877"
BENCO HOLDINGS LLC,"12810 MACBETH FARM LN - , CLARKSVILLE MD 21029"
PAPER SOURCE INC.,"3019 M ST NW , WASHINGTON DC 20007"
"YOGA DISTRICT, LLC","1922 I ST NW , WASHINGTON DC 20006"
Grover Concepts L.L.C.,"1528 8TH ST NW , Washington DC 20001"
REDBOX AUTOMATED RETAIL,"490 L ST NW , WASHINGTON DC 20001"
K.S. SUPPLY CO,"2800 WOODLEY RD NW , WASHINGTON DC 20008"
BUILDING MAINTENANCE SYSTEMS INC,"51 MONROE STREET - , ROCKVILLE MD 20850"
THINK OUT LOUD PRODUCTIONS LLC,"528 F STREET TER SE , WASHINGTON DC 20003"
NORDSTROM INC,"5333 WISCONSIN AVE NW , WASHINGTON DC 20015"
"HANGER PROSTHETICS & ORTHOTICS, INC","5210 3RD ST NE , WASHINGTON DC 20011"
RAZOR CAPITAL LLC,"8000 NORMAN CENTER DR - , BLOOMINGTON MN 55437"
BILLY REID INC,"3211 M ST NW , WASHINGTON DC 20007"
BRIDGEWAY COMMUNITY SERVICES INC,"210 RIGGS RD NE , WASHINGTON DC 20011"
BLACK LION MARKET INC,"3500 14TH ST NW , WASHINGTON DC 20010"
COMMUNICATIONS ELECTRONICS INC,"1953 GREENSPRING DR - , TIMONIUM MD 21093"
Bickmore AND ASSOCIATES,"1750 Creekside Oaks DR - , Sacramento CA 95833"
"FP PROPERTY MANAGEMENT, LLC","1805 7TH ST NW , WASHINGTON DC 20001"
"BERGER HIRSCHBERG STRATEGIES, LLC","1010 VERMONT AVE NW , WASHINGTON DC 20005"
WILLIAMS LEA INC.,"2000 PENNSYLVANIA AVE NW , Washington DC 20006"
"GORDON FOOD SERVICE, INC.","1300 GEZON PKWY SW , WYOMING MI 49509"
PROPOSITION 65 SIGN MANAGEMENT INC,"440 1ST ST NW , WASHINGTON DC 20001"
RANDY J. MUELLER LLC,"716 MONROE ST NE , WASHINGTON DC 20017"
DISTRICT DOG WALKERS,"250 K ST NE , WASHINGTON DC 20002"
"ZEROCATER, INC.","1875 CONNECTICUT AVE NW , WASHINGTON DC 20009"
"Cummiskey Strategic Solutions, LLC; Chris Cummiskey","5210 KLINGLE ST NW , Washington DC 20016"
Jennifer Cruz,"101 Wolf Drive , Thorofare NJ 08086"
Nourish Schools LLC; Casey Seidenberg,"3600 MACOMB ST NW , Washington DC 20016"
j fine art; Judy J Sherman,"2311 15TH ST NW , Washington DC 20009"
Two Wheel Valet; Jonathan Weidman,"1905 ROSEDALE ST NE , Washington DC 20002"
"Absolute Hospitality, LLC; Julio Haddock Ortiz","509 H ST SW , washington DC 20024"
Picture Frame Factory Corporation; Kamran Gilanshah,"2300 18TH ST NW , Washington DC 20009"
"District Tree & Landscape Service,LLC.; Scott Nelson ","1220 MOUNT OLIVET RD NE , Washington DC 20002"
FORNASH INC; Stephanie Fornash Kennedy,"1519 31ST ST NW , Washington DC 20007"
BRESCOOK LLC,"4813 JONESTOWN RD - , HARRISBURG PA 17109-1749"
BLUEMERCURY INC,"1145 CONNECTICUT AVE NW , WASHINGTON DC 20036"
HAVTECH PARTS DIVISION LLC,"9505 BERGER RD - , COLUMBIA MD 21046"
WRIT ANC LLC,"1627 I ST NW , WASHINGTON DC 20006"
"CLARE ADVISORS, LLC","400 MASSACHUSETTS AVE NW , WASHINGTON DC 20001"
REDBOX AUTOMATED RETAIL LLC,"845 BLADENSBURG RD NE , WASHINGTON DC 20002"
CREATIVE SMILE INSTITUTE INC,"3636 16TH ST NW , WASHINGTON DC 20010"
Global Enterprise Management Solutions L.L.C.,"811 10TH ST NE , Washington DC 20002-3735"
EVERETT DESIGN INC,"2459 LINDEN LANE - , SILVER SPRING MD 20910"
Boats Bytes Bicycles LLC; Bill Main,"1300 PENNSYLVANIA AVE NW , Washington DC 20004"
BIORX LLC,"10828 KENWOOD RD - , CINCINNATI OH 45242"
"The Simmons & Russell Group, LLC; Kyle Simmons","601 PENNSYLVANIA AVE NW , Washington DC 20004"
C AND W SERVICES INC.,"2801 ALABAMA AVE SE , WASHINGTON DC 20020"
"Total Card, Inc.; Deborah Stills","5109 S. Broadband Ln , Sioux Falls SD 57108"
RED Multifamily LLC,"1746 N ST NW , Washington DC 20036"
FEDCHEX RECOVERY LLC,"2 VENTURE - , IRVINE CA 92618"
DICMAR TRADING COMPANY INC.,"4057 HIGHWOOD CT NW , WASHINGTON DC 20007"
BASECAMP INC.,"1929 18TH ST NW , WASHINGTON DC 20009"
CLEAN START LLC,"541 47TH ST NE , WASHINGTON DC 20019"
"DESIGN GROUP, P.C. (THE)","5747 POTOMAC AVE NW , WASHINGTON DC 20016"
TUMI STORES INC.,"1051 H ST NW , WASHINGTON DC 20001"
"CELL NATION BAWA, LLC.","5401 GEORGIA AVE NW , WASHINGTON DC 20011"
DOJO COMEDY LLC.,"3503 GEORGIA AVE NW , WASHINGTON DC 20010"
DAVID MAMANA,"3309 DAMASCUS RD - , BROOKEVILLE MD 20905"
"WILLIAMS-SONOMA STORES, INC.","1728 14TH ST NW , WASHINGTON DC 20009"
"Pinnacle Licensing Solutions, Inc.; Jeff Wood","21700 Oxnard Street , Woodland Hills CA 91367"
Cura Concepts; Yvette Judge,"1415 S ST SE , Washington DC 20020"
Amy Cullen ,"1235 POTOMAC AVE SE , Washington  DC 20003"
Nichols Group (The) LLC.,"1620 CORCORAN ST NW , Washington DC 20009"
Kenae Boyer Black,"1804 Q ST SE , Washington DC 20020"
"KLC Consulting Group, LLC.","750 17TH ST NW , Washington DC 20006"
Shelley Merrill,"512 8TH ST SE , Washington DC 20003"
RENEWPR,"2310 ASHMEAD PL NW , WASHINGTON DC 20009"
"CEDARS BUSINESS SERVICES, LLC","24009 VENTURA BLVD - , CALABASAS CA 91302"
xox Media; Cindy Patterson,"4801 CONNECTICUT AVE NW , Washington DC 20008"
Scott Siff,"3425 RODMAN ST NW , Washington DC 20008"
CAMPOS CONSTRUCTION LLC; JUANITA CAMPOS,"1478 HARTWOOD RD , FREDERICKSBURG VA 22406"
ORGANIZATIONS + COMMUNICATIONS LLC,"2125 14TH ST NW , Washington DC 20009"
McKinley Battle,"3000 V ST NE , Washington DC 20018"
PENDRAGWN PRODUCTIONS LLC,"736 7TH ST SE , WASHINGTON DC 20003"
THIS IS A GOOD THING,"1614 A ST SE , WASHINGTON DC 20003"
"GLOBAL TRUST MANAGEMENT, LLC","4805 W. LAUREL ST - , TAMPA FL 33607"
TOPTEAM PROFESSIONAL CONSULTING LLC,"2700 NEW YORK AVE NE , WASHINGTON DC 20002"
COLLECTION ASSOCIATES LLC,"1809 N BROADWAY - , GREENSBURG IN 47240"
EUNICE INC,"450 MASSACHUSETTS AVE NW , WASHINGTON DC 20001"
OFFICE OF TIBET,"1228 17TH ST NW , WASHINGTON DC 20036"
DEBT MANAGEMENT PARTNERS LLC,"200 JOHN JAMES AUDUBON P - , AMHERST NY 14228"
"NK HOPE CLEANER, INC.","2400 M ST NW , WASHINGTON DC 20037"
Schneider Consulting LLC,"2231 BANCROFT PL NW , Washington DC 20008"
LYDIA'S HOUSE IN SOUTHEAST,"4101 MARTIN LUTHER KING J AVE SW , Washington DC 20032"
Byung Il Lee,"1115 U ST NW , Washington DC 20009"
Hal Smiler,"611 Easley St , Silver Spring MD 20910"
David LaFleur,"3142 QUESADA ST NW , Washington DC 20015"
GILA LLC,"8325 TUSCANY BLDG 4 WAY - , AUSTIN TX 78754"
WITH LOVE HEALTH REFLEXOLOGY,"2122 18TH ST NW , WASHINGTON DC 20009"
REDBOX AUTOMATED RETAIL LLC,"3336 WISCONSIN AVE NW , WASHINGTON DC 20001"
"DEOUDES-MAGAFAN REALTY, INC.","7910 WOODMONT AVE - , BETHESDA MD 20814"
HOLLY HUNT ENTERPRISES INC.,"1099 14TH ST NW , WASHINGTON DC 20005"
"Apartment and Condominium Painting Solutions, LLC; Arieh Katz","9710 Traville Gatewa , Rockville MD 20850"
"iDigital Media Group, LLC; Sidney Shelton","1937 LAMONT ST NW , Washington DC 20010"
Next Loran LLC,"1839 BURKE ST SE , Washington DC 20003"
"Marie Celeste, EdD","623 Ray DR - , Silver Spring MD 20910"
"Eastern Board of Officials, Inc; James V. Jackson","415 19TH ST NE , Washington DC 20002"
"Cobec Consulting, Inc.; Rachel Thompson","600 MARYLAND AVE SW , Washington DC 20024"
MEDICAL HOME DEVELOPMENT GROUP LLC.,"1647 BENNING RD NE , WASHINGTON DC 20002"
CORPORATION SERVICE COMPANY,"1000 POTOMAC ST NW , WASHINGTON DC 20007"
NEXT LEVEL SOLUTIONS LLC,"15 46TH PL NE , WASHINGTON DC 20019"
CHADASH GENERAL CONTRACTOR L.L.C.,"4837 B ST SE , WASHINGTON DC 20019"
TSEHAYE,"2120 BLADENSBURG RD NE , WASHINGTON DC 20018"
TUMI STORES INC,"1246 WISCONSIN AVE NW , WASHINGTON DC 20007"
WW 1328 FLORIDA AVENUE LLC.,"1328 FLORIDA AVE NW , WASHINGTON DC 20009"
CNXIS CONSULTING LLC,"1101 30TH ST NW , WASHINGTON DC 20007"
IdentiSys Inc,"7630 Commerce Way , Eden Prairie MN 55344"
"Fieldprint, Inc.","12000 Commerce DR , Mt Laurel NJ 08054"
ICON Exterior Building Solutions LP,"108 CAVASINA DR , CANONSBURG PA 15317"
Stephanie Perry Virtual Assistant,"209 35TH ST NE , Washington DC 20019"
OMO LLC,"2900 32ND ST SE , Washington DC 20020"
NetChoice,"1401 K ST NW , WASHINGTON DC 20005"
KPMD LLC,"2722 CORTLAND PL NW , Washington DC 20008"
"PRECON EVENTS, LLC","11910 PARKLAWN DR - , ROCKVILLE MD 20852"
"Tai Brows, LLC","2204 40TH PL NW , Washington DC 20007"
"Sinclair Television Stations, LLC","1100 Wilson BLVD , Arlington VA 22209"
PGN Architects PLLC,"210 7TH ST SE , WASHINGTON DC 20003-4300"
"Maintenance Supply Headquarters, LP","6910 Brasada DR , Houston TX 77085"
DATA SCIENCES CORPORATION,"716 MONROE ST NE , WASHINGTON DC 20017"
NGP VAN,"1445 NEW YORK AVE NW , WASHINGTON DC 20005"
"Agency Financial Resources, LLC","234 Valley RD , Merion Station PA 19066"
"Al Mokha, P.B.C.","1245 KENYON ST NW , Washington DC 20010"
WILLIAMS LEA INC.,"555 11TH ST NW , WASHINGTON DC 20004"
IPC NETWORK SERVICES INC,"3 SECOND ST - , JERSEY CITY NC 07311"
WATERWORKS OPERATING CO LLC,"3314 M ST NW , WASHINGTON DC 20007"
SHAKE SHACK,"1216 18TH ST NW , WASHINGTON DC 20036"
1722 EYE STREET ASSOCIATES LIMITED PARTNERSHIP,"1722 I ST NW , WASHINGTON DC 20006"
MARK'S MARKET,"3933 14TH ST NW , WASHINGTON DC 20011"
HENDERSON LANDSCAPING & RECYCLER,"132 YUMA ST SE , WASHINGTON DC 20032"
Teatro Lirico of DC LLC,"1424 SWANN ST NW , Washington DC 20009"
NCC BUSINESS SERVICES INC,"9428 Baymeadows RD - , Jacksonville FL 32256"
OFF ROAD CYCLING LLC,"905 U ST NW , WASHINGTON DC 20001"
YOUNG WON TRADING INC,"2218 CHANNING ST NE , WASHINGTON DC 20018"
CORNERSTONE INSTITUE FOR ANOINTING INC,"1773 T ST NW , WASHINGTON DC 20009"
CORNERSTONE TRANSPORTATION CONSULTING INC,"1773 T ST NW , WASHINGTON DC 20009"
PARTS AUTHORITY DISTRICT OF COLUMBIA LLC.,"2901 MINNESOTA AVE SE , WASHINGTON DC 20019"
MADRONA TC DEVELOPER III LLC.,"701 FIFTH AVE - , SEATTLE WA 98104"
STAR ROUTE 19 L.L.C.,"2229 NEWTON ST NE , WASHINGTON DC 20018"
"PANIQ ROOM BOSTON, LLC.","1200 POTOMAC ST NW , WASHINGTON DC 20007"
YOGA WORKS INC.,"2301 1/2 14TH ST NW , WASHINGTON DC 20009"
CLEANCHOICE ENERGY INC,"1055 THOMAS JEFFERSON ST NW , WASHINGTON DC 20007"
"MCCUSKER ENTERPRISES, LLC.","504 COCKEYS MILL RD - , REISTERSTOWN MD 21136"
HOLLAND & SHERRY INC,"1099 14TH ST NW , WASHINGTON DC 20005"
A&A ART & FRAME INC.,"1145 19TH ST NW , WASHINGTON DC 20036"
"JEMS OPTICAL, LLC.","1401 NEW YORK AVE NW , WASHINGTON DC 20005"
SUPPORT FOR TRANSFORMING APPLIED PRACTICES (STRAP) CORPORATION,"1300 I ST NW , WASHINGTON DC 20005"
SP AFFORDABLE HOUSING GROUP III LLC.,"701 FIFTH AVE - , SEATTLE WA 98104"
INNOVATIVE MANAGEMENT LLC,"4125 SOUTH CAPITOL TER SW , WASHINGTON DC 20032"
SPECIALTY HOME CARE LLC.,"6120 KANSAS AVE NW , WASHINGTON DC 20011"
KOREAN AMERICAN GRASSROOTS CONFERENCE,"601 PENNSYLVANIA AVE NW , WASHINGTON DC 20004"
"The Wardman Group, L.L.C.","1875 CONNECTICUT AVE NW , WASHINGTON DC 20009"
RIVETING EVENTS,"4276 EAST CAPITOL ST NE , WASHINGTON DC 20019"
CityPaws Animal Hospital,"1823 14TH ST NW , Washington DC 20009"
The Center for Workforce Development and High Impact Training; Melvey Brown,"1725 I ST NW , Washington DC 20006"
T. Britt Price,"4605 COLORADO AVE NW , Washington DC 20011-3727"
Patricia Paxson,"1608 Walnut Street , Philadelphia PA 19103"
SWOPOW (Smart Women Smart Power) LLC.,"1125 MARYLAND AVE NE , WASHINGTON DC 20002"
EmilyGrace Mate ,"3130 DUMBARTON ST NW , Washington DC 20007"
OH BESSIE!,"1636 KENYON ST NW , WASHINGTON DC 20010"
The Nardelli Group LLC; Michael Nardelli,"1391 PENNSYLVANIA AVE SE , Washington DC 20003"
Sarah Ely Kelly,"4000 CATHEDRAL AVE NW , Washington DC 20016"
"Avid Care, Inc; Elizabeth Nkafu","1629 K ST NW , Washington DC 20006"
IdleOffice Inc; Daniel Lowe,"901 6TH ST SW , Washington DC 20024"
1666 Connecticut Avenue LLC; Joyce Havard,"1666 CONNECTICUT AVE NW , Washington DC 20009"
Carter's Bulk Hauling LLC.,"343 36TH ST NE , Washington DC 20019"
Contega Security Solutions LLC; Alvario Richards,"1634 I ST NW , Washington DC 20006"
Up.Front; Sharema N. Smith,"2710 FORT BAKER DR SE , Washington DC 20020"
Sewell And Sons LLC; Gregory Sewell Sr.,"1612 TAYLOR ST NW , Washington DC 20011"
WAVE Consulting PLLC,"203 BRYANT ST NE , washington DC 20002"
OCTET PRODUCTIONS LLC,"1346 FLORIDA AVE NW , WASHINGTON DC 20009"
JMC LLC,"1215 CONNECTICUT AVE NW , WASHINGTON DC 20036"
JACKSON MEADE LLP,"240 12TH PL NE , WASHINGTON DC 20002"
CITY PARTNERS L.L.C.,"1817 ADAMS MILL RD NW , WASHINGTON DC 20009"
"DEOUDES - MAGAFAN REALTY, INC","7910 WOODMONT AVE - , BETHESDA MD 20814"
CITY BEATS,"3014 MARTIN LUTHER KING J AVE SE , WASHINGTON DC 20032"
PERKINS COIE LLP,"700 13TH ST NW , WASHINGTON DC 20005"
ROHADFOX CONSTRUCTION CONTROL SERVICES CORPORATION,"1120 G ST NW , WASHINGTON DC 20005"
NORTHOP GRUMMAN SYSTEMS CORPORATION,"300 M ST SE , WASHINGTON DC 20003"
HILLMANN & CARR INC,"2233 WISCONSIN AVE NW , WASHINGTON DC 20007"
"ALLIED HEALTHCARE SERVICES, LLC","2010 RHODE ISLAND AVE NE , WASHINGTON DC 20018"
BARING INDUSTRIES INC.,"3249 SW 42 ST - , FORT LAUDERDALE FL 33312"
URBAN REVISIONS LLC,"257 15TH ST SE , WASHINGTON DC 20003"
MSI-US,"1250 CONNECTICUT AVE NW , WASHINGTON DC 20036"
METROPOLITAN BUILDING SERVICES DC,"8120 ARBOR WAY - , OWINGS MD 20736"
TETRAD DIGITAL INTEGRITY,"1155 CONNECTICUT AVE NW , Washington DC 20036"
"StonebridgeCarras Management, LLC; Brian Morrison","145 N ST NE , Washington DC 20002"
"Work Opportunities Unlimited Contracts, Inc.","11002 Veirs Mill RD - , Wheaton MD 20902"
WILLIAMS LEA INC.,"500 NORTH CAPITOL ST NW , Washington DC 20001"
Pamela Orkis,"7101 Geoffrey Way , Frederick MD 21704"
CTI  HOSPITALITY INC,"507 Navarino St - , Algoma WI 54201"
Creighton Willis,"3602 16TH ST NW , Washington DC 20010"
Updata Venture Management Inc,"2099 PENNSYLVANIA AVE NW , Washington DC 20006"
FARRELL ADVISORY INC.,"1621 35TH ST NW , Washington DC 20007"
National Association of Pretrial Services Agencies,"25 MASSACHUSETTS AVE NW , Washington DC 20001"
ALERO OGBEIDE,"15018 RUNNING PARK CT - , BOWIE MD 20715"
"Little Feet & Hands, Inc; Pamela D. Brown-White","4215 13TH PL NE , Washington DC 20017"
Blue Tech Innovation LLC; Leyla Moein,"5103D Backlick Road , Annandale VA 22003"
FAMILY FITNESS AND WELLNESS LLC,"3409 21ST ST SE , WASHINGTON DC 20020"
NATIONS PHARMACY SOLUTIONS LLC.,"3818 12TH ST NE , WASHINGTON DC 20017"
MARS Realty LLC,"527 11th ST , Richmond CA 94801"
OLD NAVY #7173,"5335 WISCONSIN AVE NW , WASHINGTON DC 20015"
POTOMAC VALLEY EQUITY & ACQUISITION LLC,"636 IRVING ST NW , WASHINGTON DC 20010"
MANAGED FUNDS ASSOCIATION,"600 14TH ST NW , WASHINGTON DC 20005"
DISTRICT LOGISTICS LLC,"2585 RHODE ISLAND AVE NE , WASHINGTON DC 20018"
TRICE EDNEY COMMUNICATIONS LLC.,"6817 GEORGIA AVE NW , WASHINGTON DC 20012"
APEX OPTICAL COMPANY INC.,"2001 L ST NW , WASHINGTON DC 20036"
"COMMUNITY REALTY COMPANY, INC.","1200 NEW HAMPSHIRE AVE NW , WASHINGTON DC 20036"
Call Me T LLC,"4714 UPTON ST NW , Washington DC 20016"
GOLDSTEINCOPE POLICY SOLUTIONS LLC,"1445 CHURCH ST NW , WASHINGTON DC 20005"
"Trinidad 1636, LLC; Richard B. Green","1401 CHURCH ST NW , Washingont DC 20005"
929-931 Kennedy Partners LLC; Richard B. Green,"1401 CHURCH ST NW , Washington  DC 20005"
LicenseLogix; Renewals Dept,"55 East 52nd Street , New York NY 10055"
"Quick Staff and Marketing Strategies, LLC; Darryl D. Rose","3604 AUSTIN ST SE , Washington DC 20020"
Charles Mann,"3215 MARTIN LUTHER KING J AVE SE , Washington DC 20032"
Melinda Mahon,"919 18TH ST NW , Washington DC 20006"
SCHURMAN FINE PAPERS; BUSINESS LICENSE,"1270 F ST NW , Washington DC 20004"
D&A 24/7 Locksmiths; Dmitriy Nam,"460 L ST NW , Washington DC 20001"
"Aquicore, Inc.","875 N ST NW , Washington DC 20001"
Chris Zarconi,"908 13TH ST NE , Washington DC 20002"
Jodie Munson,"1999 K ST NW , Washington  DC 20006"
